input,label,formula_latex,context_text,problem_opt,answer_latex,prob_ans_latex,answer_opt,prob_ans_opt,problem_raw
"[CLS] \frac{9}{15} \, - \, \frac{23}{16} \,=\, -\frac{7}{120} [SEP] The problem is 9/15 - 23/16. The student response is -7/120. Used denominator product in a context of subtraction where equal denominators are required. [SEP]",pf-e,"\frac{9}{15} \, - \, \frac{23}{16} \,=\, -\frac{7}{120}",The problem is 9/15 - 23/16. The student response is -7/120. Used denominator product in a context of subtraction where equal denominators are required.,SUB FRAC 9 15 FRAC 23 16,-\frac{7}{120},"\frac{9}{15} \, - \, \frac{23}{16} \,=\, -\frac{7}{120}",FRAC -7 120,SUB FRAC 9 15 FRAC 23 16 EQ FRAC -7 120,9/15 - 23/16
"[CLS] \frac{9}{15} \, - \, \frac{23}{16} \,=\, -\frac{33}{40} [SEP] The problem is 9/15 - 23/16. The student response is -33/40. Arithmetic slip: local integer/computation error likely occurred. [SEP]",a,"\frac{9}{15} \, - \, \frac{23}{16} \,=\, -\frac{33}{40}",The problem is 9/15 - 23/16. The student response is -33/40. Arithmetic slip: local integer/computation error likely occurred.,SUB FRAC 9 15 FRAC 23 16,-\frac{33}{40},"\frac{9}{15} \, - \, \frac{23}{16} \,=\, -\frac{33}{40}",FRAC -33 40,SUB FRAC 9 15 FRAC 23 16 EQ FRAC -33 40,9/15 - 23/16
"[CLS] 1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, \frac{17}{22} [SEP] The problem is 1 1/3 + 13/19. The student response is 17/22. Likely a conversion issue: bundling whole and fractional parts, then operating across them during addition. [SEP]",conv-a,"1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, \frac{17}{22}","The problem is 1 1/3 + 13/19. The student response is 17/22. Likely a conversion issue: bundling whole and fractional parts, then operating across them during addition.",ADD ADD INT 1 FRAC 1 3 FRAC 13 19,\frac{17}{22},"1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, \frac{17}{22}",FRAC 17 22,ADD ADD INT 1 FRAC 1 3 FRAC 13 19 EQ FRAC 17 22,1 1/3 + 13/19
"[CLS] 1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, \frac{4}{19} [SEP] The problem is 1 1/3 + 13/19. The student response is 4/19. Likely a conversion issue: using a reciprocal/cross-inversion step during setup rather than performing addition correctly. [SEP]",conv-b,"1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, \frac{4}{19}",The problem is 1 1/3 + 13/19. The student response is 4/19. Likely a conversion issue: using a reciprocal/cross-inversion step during setup rather than performing addition correctly.,ADD ADD INT 1 FRAC 1 3 FRAC 13 19,\frac{4}{19},"1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, \frac{4}{19}",FRAC 4 19,ADD ADD INT 1 FRAC 1 3 FRAC 13 19 EQ FRAC 4 19,1 1/3 + 13/19
"[CLS] 1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, 5\,\frac{2}{3} [SEP] The problem is 1 1/3 + 13/19. The student response is 5 2/3. Likely a conversion issue: altering representations (e.g., combining parts) before aligning terms required for addition. [SEP]",conv-c,"1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, 5\,\frac{2}{3}","The problem is 1 1/3 + 13/19. The student response is 5 2/3. Likely a conversion issue: altering representations (e.g., combining parts) before aligning terms required for addition.",ADD ADD INT 1 FRAC 1 3 FRAC 13 19,"5\,\frac{2}{3}","1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, 5\,\frac{2}{3}",ADD INT 5 FRAC 2 3,ADD ADD INT 1 FRAC 1 3 FRAC 13 19 EQ ADD INT 5 FRAC 2 3,1 1/3 + 13/19
"[CLS] 1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, -\frac{9}{22} [SEP] The problem is 1 1/3 + 13/19. The student response is -9/22. Conversion behavior present but not matching common patterns; representation changed before carrying out addition. [SEP]",conv-d,"1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, -\frac{9}{22}",The problem is 1 1/3 + 13/19. The student response is -9/22. Conversion behavior present but not matching common patterns; representation changed before carrying out addition.,ADD ADD INT 1 FRAC 1 3 FRAC 13 19,-\frac{9}{22},"1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, -\frac{9}{22}",FRAC -9 22,ADD ADD INT 1 FRAC 1 3 FRAC 13 19 EQ FRAC -9 22,1 1/3 + 13/19
"[CLS] 1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, -2\,\frac{1}{57} [SEP] The problem is 1 1/3 + 13/19. The student response is -2 1/57. Misapplied operation property: an additive-inverse transformation seems to have been introduced. [SEP]",po-a,"1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, -2\,\frac{1}{57}",The problem is 1 1/3 + 13/19. The student response is -2 1/57. Misapplied operation property: an additive-inverse transformation seems to have been introduced.,ADD ADD INT 1 FRAC 1 3 FRAC 13 19,"-2\,\frac{1}{57}","1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, -2\,\frac{1}{57}",SUB INT 0 ADD INT 2 FRAC 1 57,ADD ADD INT 1 FRAC 1 3 FRAC 13 19 EQ SUB INT 0 ADD INT 2 FRAC 1 57,1 1/3 + 13/19
"[CLS] 1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, \frac{57}{115} [SEP] The problem is 1 1/3 + 13/19. The student response is 57/115. Misapplied operation property: a multiplicative inverse/reciprocal was applied to transform the expression. [SEP]",po-b,"1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, \frac{57}{115}",The problem is 1 1/3 + 13/19. The student response is 57/115. Misapplied operation property: a multiplicative inverse/reciprocal was applied to transform the expression.,ADD ADD INT 1 FRAC 1 3 FRAC 13 19,\frac{57}{115},"1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, \frac{57}{115}",FRAC 57 115,ADD ADD INT 1 FRAC 1 3 FRAC 13 19 EQ FRAC 57 115,1 1/3 + 13/19
"[CLS] 1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, 2\,\frac{4}{11} [SEP] The problem is 1 1/3 + 13/19. The student response is 2 4/11. Misapplied operation property: a distributive-like rewrite over fractional parts appears to have been used for addition. [SEP]",po-c,"1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, 2\,\frac{4}{11}",The problem is 1 1/3 + 13/19. The student response is 2 4/11. Misapplied operation property: a distributive-like rewrite over fractional parts appears to have been used for addition.,ADD ADD INT 1 FRAC 1 3 FRAC 13 19,"2\,\frac{4}{11}","1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, 2\,\frac{4}{11}",ADD INT 2 FRAC 4 11,ADD ADD INT 1 FRAC 1 3 FRAC 13 19 EQ ADD INT 2 FRAC 4 11,1 1/3 + 13/19
"[CLS] 1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, -1\,\frac{1}{16} [SEP] The problem is 1 1/3 + 13/19. The student response is -1 1/16. Other property-of-operation handling that does not follow the standard algorithm. [SEP]",po-d,"1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, -1\,\frac{1}{16}",The problem is 1 1/3 + 13/19. The student response is -1 1/16. Other property-of-operation handling that does not follow the standard algorithm.,ADD ADD INT 1 FRAC 1 3 FRAC 13 19,"-1\,\frac{1}{16}","1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, -1\,\frac{1}{16}",SUB INT 0 ADD INT 1 FRAC 1 16,ADD ADD INT 1 FRAC 1 3 FRAC 13 19 EQ SUB INT 0 ADD INT 1 FRAC 1 16,1 1/3 + 13/19
"[CLS] 1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, \frac{2}{11} [SEP] The problem is 1 1/3 + 13/19. The student response is 2/11. Denominator issue: operated across denominators or failed to establish a proper common denominator before addition. [SEP]",pf-a,"1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, \frac{2}{11}",The problem is 1 1/3 + 13/19. The student response is 2/11. Denominator issue: operated across denominators or failed to establish a proper common denominator before addition.,ADD ADD INT 1 FRAC 1 3 FRAC 13 19,\frac{2}{11},"1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, \frac{2}{11}",FRAC 2 11,ADD ADD INT 1 FRAC 1 3 FRAC 13 19 EQ FRAC 2 11,1 1/3 + 13/19
"[CLS] 1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, \frac{17}{19} [SEP] The problem is 1 1/3 + 13/19. The student response is 17/19. Denominator issue: incorrectly chose one denominator as if common (or renamed fractions inconsistently) for addition. [SEP]",pf-b,"1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, \frac{17}{19}",The problem is 1 1/3 + 13/19. The student response is 17/19. Denominator issue: incorrectly chose one denominator as if common (or renamed fractions inconsistently) for addition.,ADD ADD INT 1 FRAC 1 3 FRAC 13 19,\frac{17}{19},"1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, \frac{17}{19}",FRAC 17 19,ADD ADD INT 1 FRAC 1 3 FRAC 13 19 EQ FRAC 17 19,1 1/3 + 13/19
"[CLS] 1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, 17\,\frac{1}{3} [SEP] The problem is 1 1/3 + 13/19. The student response is 17 1/3. Numerator issue: operated on numerators in isolation from denominators. [SEP]",pf-c,"1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, 17\,\frac{1}{3}",The problem is 1 1/3 + 13/19. The student response is 17 1/3. Numerator issue: operated on numerators in isolation from denominators.,ADD ADD INT 1 FRAC 1 3 FRAC 13 19,"17\,\frac{1}{3}","1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, 17\,\frac{1}{3}",ADD INT 17 FRAC 1 3,ADD ADD INT 1 FRAC 1 3 FRAC 13 19 EQ ADD INT 17 FRAC 1 3,1 1/3 + 13/19
"[CLS] 1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, \frac{17}{19} [SEP] The problem is 1 1/3 + 13/19. The student response is 17/19. Other numerator-only handling that breaks the fraction-computation procedure. [SEP]",pf-d,"1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, \frac{17}{19}",The problem is 1 1/3 + 13/19. The student response is 17/19. Other numerator-only handling that breaks the fraction-computation procedure.,ADD ADD INT 1 FRAC 1 3 FRAC 13 19,\frac{17}{19},"1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, \frac{17}{19}",FRAC 17 19,ADD ADD INT 1 FRAC 1 3 FRAC 13 19 EQ FRAC 17 19,1 1/3 + 13/19
"[CLS] 1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, -\frac{3}{19} [SEP] The problem is 1 1/3 + 13/19. The student response is -3/19. Used denominator product in a context of addition where equal denominators are required. [SEP]",pf-e,"1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, -\frac{3}{19}",The problem is 1 1/3 + 13/19. The student response is -3/19. Used denominator product in a context of addition where equal denominators are required.,ADD ADD INT 1 FRAC 1 3 FRAC 13 19,-\frac{3}{19},"1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, -\frac{3}{19}",FRAC -3 19,ADD ADD INT 1 FRAC 1 3 FRAC 13 19 EQ FRAC -3 19,1 1/3 + 13/19
"[CLS] 1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, 2\,\frac{2}{57} [SEP] The problem is 1 1/3 + 13/19. The student response is 2 2/57. Arithmetic slip: local integer/computation error likely occurred. [SEP]",a,"1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, 2\,\frac{2}{57}",The problem is 1 1/3 + 13/19. The student response is 2 2/57. Arithmetic slip: local integer/computation error likely occurred.,ADD ADD INT 1 FRAC 1 3 FRAC 13 19,"2\,\frac{2}{57}","1\,\frac{1}{3} \, + \, \frac{13}{19} \,=\, 2\,\frac{2}{57}",ADD INT 2 FRAC 2 57,ADD ADD INT 1 FRAC 1 3 FRAC 13 19 EQ ADD INT 2 FRAC 2 57,1 1/3 + 13/19
"[CLS] \frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, 2\,\frac{24}{25} [SEP] The problem is 24/12 ÷ 3 11/13. The student response is 2 24/25. Likely a conversion issue: bundling whole and fractional parts, then operating across them during division. [SEP]",conv-a,"\frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, 2\,\frac{24}{25}","The problem is 24/12 ÷ 3 11/13. The student response is 2 24/25. Likely a conversion issue: bundling whole and fractional parts, then operating across them during division.",DIV FRAC 24 12 ADD INT 3 FRAC 11 13,"2\,\frac{24}{25}","\frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, 2\,\frac{24}{25}",ADD INT 2 FRAC 24 25,DIV FRAC 24 12 ADD INT 3 FRAC 11 13 EQ ADD INT 2 FRAC 24 25,24/12 ÷ 3 11/13
"[CLS] \frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, 7\,\frac{9}{13} [SEP] The problem is 24/12 ÷ 3 11/13. The student response is 7 9/13. Likely a conversion issue: using a reciprocal/cross-inversion step during setup rather than performing division correctly. [SEP]",conv-b,"\frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, 7\,\frac{9}{13}",The problem is 24/12 ÷ 3 11/13. The student response is 7 9/13. Likely a conversion issue: using a reciprocal/cross-inversion step during setup rather than performing division correctly.,DIV FRAC 24 12 ADD INT 3 FRAC 11 13,"7\,\frac{9}{13}","\frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, 7\,\frac{9}{13}",ADD INT 7 FRAC 9 13,DIV FRAC 24 12 ADD INT 3 FRAC 11 13 EQ ADD INT 7 FRAC 9 13,24/12 ÷ 3 11/13
"[CLS] \frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, 6\,\frac{1}{6} [SEP] The problem is 24/12 ÷ 3 11/13. The student response is 6 1/6. Likely a conversion issue: altering representations (e.g., combining parts) before aligning terms required for division. [SEP]",conv-c,"\frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, 6\,\frac{1}{6}","The problem is 24/12 ÷ 3 11/13. The student response is 6 1/6. Likely a conversion issue: altering representations (e.g., combining parts) before aligning terms required for division.",DIV FRAC 24 12 ADD INT 3 FRAC 11 13,"6\,\frac{1}{6}","\frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, 6\,\frac{1}{6}",ADD INT 6 FRAC 1 6,DIV FRAC 24 12 ADD INT 3 FRAC 11 13 EQ ADD INT 6 FRAC 1 6,24/12 ÷ 3 11/13
"[CLS] \frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, -1\,\frac{1}{25} [SEP] The problem is 24/12 ÷ 3 11/13. The student response is -1 1/25. Conversion behavior present but not matching common patterns; representation changed before carrying out division. [SEP]",conv-d,"\frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, -1\,\frac{1}{25}",The problem is 24/12 ÷ 3 11/13. The student response is -1 1/25. Conversion behavior present but not matching common patterns; representation changed before carrying out division.,DIV FRAC 24 12 ADD INT 3 FRAC 11 13,"-1\,\frac{1}{25}","\frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, -1\,\frac{1}{25}",SUB INT 0 ADD INT 1 FRAC 1 25,DIV FRAC 24 12 ADD INT 3 FRAC 11 13 EQ SUB INT 0 ADD INT 1 FRAC 1 25,24/12 ÷ 3 11/13
"[CLS] \frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, -\frac{13}{25} [SEP] The problem is 24/12 ÷ 3 11/13. The student response is -13/25. Misapplied operation property: an additive-inverse transformation seems to have been introduced. [SEP]",po-a,"\frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, -\frac{13}{25}",The problem is 24/12 ÷ 3 11/13. The student response is -13/25. Misapplied operation property: an additive-inverse transformation seems to have been introduced.,DIV FRAC 24 12 ADD INT 3 FRAC 11 13,-\frac{13}{25},"\frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, -\frac{13}{25}",FRAC -13 25,DIV FRAC 24 12 ADD INT 3 FRAC 11 13 EQ FRAC -13 25,24/12 ÷ 3 11/13
"[CLS] \frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, 1\,\frac{12}{13} [SEP] The problem is 24/12 ÷ 3 11/13. The student response is 1 12/13. Misapplied operation property: a multiplicative inverse/reciprocal was applied to transform the expression. [SEP]",po-b,"\frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, 1\,\frac{12}{13}",The problem is 24/12 ÷ 3 11/13. The student response is 1 12/13. Misapplied operation property: a multiplicative inverse/reciprocal was applied to transform the expression.,DIV FRAC 24 12 ADD INT 3 FRAC 11 13,"1\,\frac{12}{13}","\frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, 1\,\frac{12}{13}",ADD INT 1 FRAC 12 13,DIV FRAC 24 12 ADD INT 3 FRAC 11 13 EQ ADD INT 1 FRAC 12 13,24/12 ÷ 3 11/13
"[CLS] \frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, \frac{48}{1} [SEP] The problem is 24/12 ÷ 3 11/13. The student response is 48/1. Misapplied operation property: a distributive-like rewrite over fractional parts appears to have been used for division. [SEP]",po-c,"\frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, \frac{48}{1}",The problem is 24/12 ÷ 3 11/13. The student response is 48/1. Misapplied operation property: a distributive-like rewrite over fractional parts appears to have been used for division.,DIV FRAC 24 12 ADD INT 3 FRAC 11 13,\frac{48}{1},"\frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, \frac{48}{1}",FRAC 48 1,DIV FRAC 24 12 ADD INT 3 FRAC 11 13 EQ FRAC 48 1,24/12 ÷ 3 11/13
"[CLS] \frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, -\frac{74}{1} [SEP] The problem is 24/12 ÷ 3 11/13. The student response is -74/1. Other property-of-operation handling that does not follow the standard algorithm. [SEP]",po-d,"\frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, -\frac{74}{1}",The problem is 24/12 ÷ 3 11/13. The student response is -74/1. Other property-of-operation handling that does not follow the standard algorithm.,DIV FRAC 24 12 ADD INT 3 FRAC 11 13,-\frac{74}{1},"\frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, -\frac{74}{1}",FRAC -74 1,DIV FRAC 24 12 ADD INT 3 FRAC 11 13 EQ FRAC -74 1,24/12 ÷ 3 11/13
"[CLS] \frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, \frac{24}{25} [SEP] The problem is 24/12 ÷ 3 11/13. The student response is 24/25. Denominator issue: operated across denominators or failed to establish a proper common denominator before division. [SEP]",pf-a,"\frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, \frac{24}{25}",The problem is 24/12 ÷ 3 11/13. The student response is 24/25. Denominator issue: operated across denominators or failed to establish a proper common denominator before division.,DIV FRAC 24 12 ADD INT 3 FRAC 11 13,\frac{24}{25},"\frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, \frac{24}{25}",FRAC 24 25,DIV FRAC 24 12 ADD INT 3 FRAC 11 13 EQ FRAC 24 25,24/12 ÷ 3 11/13
"[CLS] \frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, 5\,\frac{9}{13} [SEP] The problem is 24/12 ÷ 3 11/13. The student response is 5 9/13. Denominator issue: incorrectly chose one denominator as if common (or renamed fractions inconsistently) for division. [SEP]",pf-b,"\frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, 5\,\frac{9}{13}",The problem is 24/12 ÷ 3 11/13. The student response is 5 9/13. Denominator issue: incorrectly chose one denominator as if common (or renamed fractions inconsistently) for division.,DIV FRAC 24 12 ADD INT 3 FRAC 11 13,"5\,\frac{9}{13}","\frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, 5\,\frac{9}{13}",ADD INT 5 FRAC 9 13,DIV FRAC 24 12 ADD INT 3 FRAC 11 13 EQ ADD INT 5 FRAC 9 13,24/12 ÷ 3 11/13
"[CLS] \frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, \frac{100}{1} [SEP] The problem is 24/12 ÷ 3 11/13. The student response is 100/1. Numerator issue: operated on numerators in isolation from denominators. [SEP]",pf-c,"\frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, \frac{100}{1}",The problem is 24/12 ÷ 3 11/13. The student response is 100/1. Numerator issue: operated on numerators in isolation from denominators.,DIV FRAC 24 12 ADD INT 3 FRAC 11 13,\frac{100}{1},"\frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, \frac{100}{1}",FRAC 100 1,DIV FRAC 24 12 ADD INT 3 FRAC 11 13 EQ FRAC 100 1,24/12 ÷ 3 11/13
"[CLS] \frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, 5\,\frac{9}{13} [SEP] The problem is 24/12 ÷ 3 11/13. The student response is 5 9/13. Other numerator-only handling that breaks the fraction-computation procedure. [SEP]",pf-d,"\frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, 5\,\frac{9}{13}",The problem is 24/12 ÷ 3 11/13. The student response is 5 9/13. Other numerator-only handling that breaks the fraction-computation procedure.,DIV FRAC 24 12 ADD INT 3 FRAC 11 13,"5\,\frac{9}{13}","\frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, 5\,\frac{9}{13}",ADD INT 5 FRAC 9 13,DIV FRAC 24 12 ADD INT 3 FRAC 11 13 EQ ADD INT 5 FRAC 9 13,24/12 ÷ 3 11/13
"[CLS] \frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, -\frac{1}{6} [SEP] The problem is 24/12 ÷ 3 11/13. The student response is -1/6. Used denominator product in a context of division where equal denominators are required. [SEP]",pf-e,"\frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, -\frac{1}{6}",The problem is 24/12 ÷ 3 11/13. The student response is -1/6. Used denominator product in a context of division where equal denominators are required.,DIV FRAC 24 12 ADD INT 3 FRAC 11 13,-\frac{1}{6},"\frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, -\frac{1}{6}",FRAC -1 6,DIV FRAC 24 12 ADD INT 3 FRAC 11 13 EQ FRAC -1 6,24/12 ÷ 3 11/13
"[CLS] \frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, \frac{14}{25} [SEP] The problem is 24/12 ÷ 3 11/13. The student response is 14/25. Arithmetic slip: local integer/computation error likely occurred. [SEP]",a,"\frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, \frac{14}{25}",The problem is 24/12 ÷ 3 11/13. The student response is 14/25. Arithmetic slip: local integer/computation error likely occurred.,DIV FRAC 24 12 ADD INT 3 FRAC 11 13,\frac{14}{25},"\frac{24}{12} \, \div \, 3\,\frac{11}{13} \,=\, \frac{14}{25}",FRAC 14 25,DIV FRAC 24 12 ADD INT 3 FRAC 11 13 EQ FRAC 14 25,24/12 ÷ 3 11/13
"[CLS] \frac{8}{7} \, \div \, \frac{17}{13} \,=\, 1\,\frac{1}{4} [SEP] The problem is 8/7 ÷ 17/13. The student response is 1 1/4. Likely a conversion issue: bundling whole and fractional parts, then operating across them during division. [SEP]",conv-a,"\frac{8}{7} \, \div \, \frac{17}{13} \,=\, 1\,\frac{1}{4}","The problem is 8/7 ÷ 17/13. The student response is 1 1/4. Likely a conversion issue: bundling whole and fractional parts, then operating across them during division.",DIV FRAC 8 7 FRAC 17 13,"1\,\frac{1}{4}","\frac{8}{7} \, \div \, \frac{17}{13} \,=\, 1\,\frac{1}{4}",ADD INT 1 FRAC 1 4,DIV FRAC 8 7 FRAC 17 13 EQ ADD INT 1 FRAC 1 4,8/7 ÷ 17/13
"[CLS] \frac{8}{7} \, \div \, \frac{17}{13} \,=\, 2\,\frac{3}{7} [SEP] The problem is 8/7 ÷ 17/13. The student response is 2 3/7. Likely a conversion issue: using a reciprocal/cross-inversion step during setup rather than performing division correctly. [SEP]",conv-b,"\frac{8}{7} \, \div \, \frac{17}{13} \,=\, 2\,\frac{3}{7}",The problem is 8/7 ÷ 17/13. The student response is 2 3/7. Likely a conversion issue: using a reciprocal/cross-inversion step during setup rather than performing division correctly.,DIV FRAC 8 7 FRAC 17 13,"2\,\frac{3}{7}","\frac{8}{7} \, \div \, \frac{17}{13} \,=\, 2\,\frac{3}{7}",ADD INT 2 FRAC 3 7,DIV FRAC 8 7 FRAC 17 13 EQ ADD INT 2 FRAC 3 7,8/7 ÷ 17/13
"[CLS] \frac{8}{7} \, \div \, \frac{17}{13} \,=\, 3\,\frac{4}{7} [SEP] The problem is 8/7 ÷ 17/13. The student response is 3 4/7. Likely a conversion issue: altering representations (e.g., combining parts) before aligning terms required for division. [SEP]",conv-c,"\frac{8}{7} \, \div \, \frac{17}{13} \,=\, 3\,\frac{4}{7}","The problem is 8/7 ÷ 17/13. The student response is 3 4/7. Likely a conversion issue: altering representations (e.g., combining parts) before aligning terms required for division.",DIV FRAC 8 7 FRAC 17 13,"3\,\frac{4}{7}","\frac{8}{7} \, \div \, \frac{17}{13} \,=\, 3\,\frac{4}{7}",ADD INT 3 FRAC 4 7,DIV FRAC 8 7 FRAC 17 13 EQ ADD INT 3 FRAC 4 7,8/7 ÷ 17/13
"[CLS] \frac{8}{7} \, \div \, \frac{17}{13} \,=\, -\frac{9}{20} [SEP] The problem is 8/7 ÷ 17/13. The student response is -9/20. Conversion behavior present but not matching common patterns; representation changed before carrying out division. [SEP]",conv-d,"\frac{8}{7} \, \div \, \frac{17}{13} \,=\, -\frac{9}{20}",The problem is 8/7 ÷ 17/13. The student response is -9/20. Conversion behavior present but not matching common patterns; representation changed before carrying out division.,DIV FRAC 8 7 FRAC 17 13,-\frac{9}{20},"\frac{8}{7} \, \div \, \frac{17}{13} \,=\, -\frac{9}{20}",FRAC -9 20,DIV FRAC 8 7 FRAC 17 13 EQ FRAC -9 20,8/7 ÷ 17/13
"[CLS] \frac{8}{7} \, \div \, \frac{17}{13} \,=\, -\frac{104}{119} [SEP] The problem is 8/7 ÷ 17/13. The student response is -104/119. Misapplied operation property: an additive-inverse transformation seems to have been introduced. [SEP]",po-a,"\frac{8}{7} \, \div \, \frac{17}{13} \,=\, -\frac{104}{119}",The problem is 8/7 ÷ 17/13. The student response is -104/119. Misapplied operation property: an additive-inverse transformation seems to have been introduced.,DIV FRAC 8 7 FRAC 17 13,-\frac{104}{119},"\frac{8}{7} \, \div \, \frac{17}{13} \,=\, -\frac{104}{119}",FRAC -104 119,DIV FRAC 8 7 FRAC 17 13 EQ FRAC -104 119,8/7 ÷ 17/13
"[CLS] \frac{8}{7} \, \div \, \frac{17}{13} \,=\, 1\,\frac{15}{104} [SEP] The problem is 8/7 ÷ 17/13. The student response is 1 15/104. Misapplied operation property: a multiplicative inverse/reciprocal was applied to transform the expression. [SEP]",po-b,"\frac{8}{7} \, \div \, \frac{17}{13} \,=\, 1\,\frac{15}{104}",The problem is 8/7 ÷ 17/13. The student response is 1 15/104. Misapplied operation property: a multiplicative inverse/reciprocal was applied to transform the expression.,DIV FRAC 8 7 FRAC 17 13,"1\,\frac{15}{104}","\frac{8}{7} \, \div \, \frac{17}{13} \,=\, 1\,\frac{15}{104}",ADD INT 1 FRAC 15 104,DIV FRAC 8 7 FRAC 17 13 EQ ADD INT 1 FRAC 15 104,8/7 ÷ 17/13
